strategy,strategy_label,symbol,timeframe_minutes,trade_id,direction,entry_time,exit_time,exit_reason,pnl_usd,won,ever_profitable,bars_to_profit,minutes_to_profit,bars_observed,minutes_observed,first_profit_source
trendline,Trendline,USTECm,60.0,21,long,2026-03-26 03:00:00-04:00,2026-03-26 04:00:00-04:00,stop,-105.00000000000001,False,False,,,2,120.0,
trendline,Trendline,USTECm,60.0,22,short,2026-04-06 00:00:00-04:00,2026-04-06 01:00:00-04:00,stop,-191.72316384510816,False,False,,,2,120.0,
trendline,Trendline,USTECm,60.0,23,short,2026-04-06 11:00:00-04:00,2026-04-07 08:00:00-04:00,stop,54.11977568921789,True,True,3.0,180.0,21,1260.0,bar_close
trendline,Trendline,USDJPYm,60.0,14,short,2026-04-06 23:00:00-04:00,2026-04-07 00:00:00-04:00,stop,42.53377065887857,True,True,1.0,60.0,2,120.0,bar_close
trendline,Trendline,DE30m,60.0,23,short,2026-04-08 13:00:00-04:00,2026-04-08 14:00:00-04:00,stop,332.37882527447033,True,True,1.0,60.0,2,120.0,bar_close
trendline,Trendline,DE30m,60.0,24,short,2026-04-09 15:00:00-04:00,2026-04-09 21:00:00-04:00,stop,-105.0,False,True,3.0,180.0,6,360.0,bar_close
trendline,Trendline,USDJPYm,60.0,15,long,2026-04-14 18:00:00-04:00,2026-04-14 21:00:00-04:00,stop,-14.73742062782318,False,True,1.0,60.0,4,240.0,bar_close
trendline,Trendline,USTECm,60.0,24,short,2026-04-21 02:00:00-04:00,2026-04-21 04:00:00-04:00,stop,43.39614060451462,True,True,2.0,120.0,3,180.0,bar_close
trendline,Trendline,DE30m,60.0,25,short,2026-04-21 03:00:00-04:00,2026-04-21 04:00:00-04:00,stop,-105.0,False,False,,,2,120.0,
trendline,Trendline,DE30m,60.0,26,long,2026-04-22 16:00:00-04:00,2026-04-22 20:00:00-04:00,stop,-105.00000000000001,False,False,,,4,240.0,
trendline,Trendline,USDJPYm,60.0,16,short,2026-04-23 14:00:00-04:00,2026-04-26 21:00:00-04:00,stop,21.62002333666621,True,True,18.0,1080.0,32,1920.0,bar_close
trendline,Trendline,USTECm,60.0,25,short,2026-05-04 04:00:00-04:00,2026-05-04 06:00:00-04:00,stop,509.9049575895253,True,True,1.0,60.0,3,180.0,bar_close
trendline,Trendline,DE30m,60.0,27,short,2026-05-04 07:00:00-04:00,2026-05-04 10:00:00-04:00,stop,55.10431341232632,True,True,1.0,60.0,4,240.0,bar_close
trendline,Trendline,USTECm,60.0,26,long,2026-05-04 13:00:00-04:00,2026-05-04 14:00:00-04:00,stop,61.134203525615916,True,True,1.0,60.0,2,120.0,bar_close
trendline,Trendline,DE30m,60.0,28,short,2026-05-05 09:00:00-04:00,2026-05-05 10:00:00-04:00,stop,27.197203152833055,True,True,1.0,60.0,2,120.0,bar_close
trendline,Trendline,USDJPYm,60.0,17,short,2026-05-05 19:00:00-04:00,2026-05-06 00:00:00-04:00,stop,1217.6551871368038,True,True,1.0,60.0,6,360.0,bar_close
trendline,Trendline,DE30m,60.0,29,short,2026-05-07 04:00:00-04:00,2026-05-07 05:00:00-04:00,stop,62.026114360568535,True,True,1.0,60.0,2,120.0,bar_close
trendline,Trendline,DE30m,60.0,30,long,2026-05-13 10:00:00-04:00,2026-05-13 11:00:00-04:00,stop,37.39284553460326,True,True,1.0,60.0,2,120.0,bar_close
trendline,Trendline,USTECm,60.0,27,short,2026-05-13 16:00:00-04:00,2026-05-13 18:00:00-04:00,stop,-107.94067022322301,False,False,,,2,120.0,
trendline,Trendline,USTECm,60.0,28,long,2026-05-18 08:00:00-04:00,2026-05-18 09:00:00-04:00,stop,126.68082980210431,True,True,1.0,60.0,2,120.0,bar_close
trendline,Trendline,DE30m,60.0,31,short,2026-05-20 01:00:00-04:00,2026-05-20 02:00:00-04:00,stop,-110.67217492377033,False,False,,,2,120.0,
trendline,Trendline,USTECm,60.0,29,long,2026-05-20 02:00:00-04:00,2026-05-20 03:00:00-04:00,stop,82.56606952900215,True,True,1.0,60.0,2,120.0,bar_close
trendline,Trendline,USTECm,60.0,30,short,2026-05-21 15:00:00-04:00,2026-05-21 18:00:00-04:00,stop,-105.0,False,False,,,3,180.0,
trendline,Trendline,DE30m,60.0,32,short,2026-05-22 10:00:00-04:00,2026-05-22 13:00:00-04:00,stop,48.53369388997689,True,True,2.0,120.0,4,240.0,bar_close
trendline,Trendline,DE30m,60.0,33,short,2026-05-27 00:00:00-04:00,2026-05-27 01:00:00-04:00,stop,-104.99999999999999,False,False,,,2,120.0,
trendline,Trendline,USTECm,60.0,31,long,2026-05-29 15:00:00-04:00,2026-05-29 16:00:00-04:00,stop,169.38305247154756,True,True,1.0,60.0,2,120.0,bar_close
trendline,Trendline,USDJPYm,60.0,18,short,2026-06-01 01:00:00-04:00,2026-06-01 02:00:00-04:00,stop,-19.61704235096332,False,False,,,2,120.0,
trendline,Trendline,USTECm,60.0,32,short,2026-06-02 09:00:00-04:00,2026-06-02 10:00:00-04:00,stop,-209.32477416644988,False,False,,,2,120.0,
trendline,Trendline,USDJPYm,60.0,19,short,2026-06-08 20:00:00-04:00,2026-06-08 21:00:00-04:00,stop,-105.29717947449288,False,False,,,2,120.0,
trendline,Trendline,USDJPYm,60.0,20,short,2026-06-11 09:00:00-04:00,2026-06-11 13:00:00-04:00,stop,576.0561349947785,True,True,1.0,60.0,5,300.0,bar_close
trendline,Trendline,USDJPYm,60.0,21,long,2026-06-19 10:00:00-04:00,2026-06-19 11:00:00-04:00,stop,-105.0,False,False,,,2,120.0,
trendline,Trendline,DE30m,60.0,34,short,2026-06-22 12:00:00-04:00,2026-06-22 20:00:00-04:00,stop,59.72363170681692,True,True,1.0,60.0,8,480.0,bar_close
trendline,Trendline,USTECm,60.0,33,short,2026-06-24 09:00:00-04:00,2026-06-24 10:00:00-04:00,stop,57.73536894018896,True,True,1.0,60.0,2,120.0,bar_close
trendline,Trendline,USDJPYm,60.0,22,long,2026-06-24 13:00:00-04:00,2026-06-24 15:00:00-04:00,stop,-2.4121429713308147,False,True,1.0,60.0,3,180.0,bar_close
trendline,Trendline,DE30m,60.0,35,short,2026-06-25 08:00:00-04:00,2026-06-25 09:00:00-04:00,stop,276.30057985139354,True,True,2.0,120.0,2,120.0,profitable_exit
trendline,Trendline,USDJPYm,60.0,23,long,2026-06-25 18:00:00-04:00,2026-06-26 01:00:00-04:00,stop,-105.0,False,True,2.0,120.0,8,480.0,bar_close
trendline,Trendline,DE30m,60.0,36,long,2026-06-30 03:00:00-04:00,2026-06-30 05:00:00-04:00,stop,-11.32867377895722,False,False,,,3,180.0,
trendline,Trendline,DE30m,60.0,37,long,2026-06-30 10:00:00-04:00,2026-06-30 11:00:00-04:00,stop,-42.22653544235807,False,False,,,2,120.0,
trendline,Trendline,DE30m,60.0,38,long,2026-07-01 02:00:00-04:00,2026-07-01 03:00:00-04:00,stop,80.24743964957347,True,True,1.0,60.0,2,120.0,bar_close
trendline,Trendline,USDJPYm,60.0,24,long,2026-07-01 06:00:00-04:00,2026-07-01 09:00:00-04:00,stop,-105.0,False,False,,,4,240.0,
trendline,Trendline,USTECm,60.0,34,long,2026-07-01 12:00:00-04:00,2026-07-01 13:00:00-04:00,stop,-105.0,False,False,,,2,120.0,
trendline,Trendline,USTECm,60.0,35,short,2026-07-09 05:00:00-04:00,2026-07-09 06:00:00-04:00,stop,15.986358550501846,True,True,1.0,60.0,2,120.0,bar_close
trendline,Trendline,DE30m,60.0,39,short,2026-07-09 23:00:00-04:00,2026-07-10 00:00:00-04:00,stop,-1.3993619080656479,False,True,1.0,60.0,2,120.0,bar_close
trendline,Trendline,USDJPYm,60.0,25,long,2026-07-15 03:00:00-04:00,2026-07-15 04:00:00-04:00,stop,34.324693332007534,True,True,1.0,60.0,2,120.0,bar_close
trendline,Trendline,USDJPYm,60.0,26,short,2026-07-16 00:00:00-04:00,2026-07-16 01:00:00-04:00,stop,-105.0,False,False,,,2,120.0,
trendline,Trendline,DE30m,60.0,40,short,2026-07-16 01:00:00-04:00,2026-07-16 02:00:00-04:00,stop,-105.0,False,False,,,2,120.0,
trendline,Trendline,USDJPYm,60.0,27,short,2026-07-17 02:00:00-04:00,2026-07-17 03:00:00-04:00,stop,367.4974041807116,True,True,1.0,60.0,2,120.0,bar_close
